accession,full_id,description,length,gc_content,n_fraction,label,species,genus
OP858732,OP858732.1,"OP858732.1 Zika virus isolate 04 polyprotein gene, complete cds",10540,0.5122390891840607,0.0,ARB,Zika virus,Flavivirus
OP858730,OP858730.1,"OP858730.1 Zika virus isolate 02 polyprotein gene, complete cds",10540,0.5123339658444023,0.0,ARB,Zika virus,Flavivirus
OP858729,OP858729.1,"OP858729.1 Zika virus isolate 01 polyprotein gene, complete cds",10540,0.5124288425047439,0.0,ARB,Zika virus,Flavivirus
ON142674,ON142674.1,"ON142674.1 Zika virus isolate AB3502, complete genome",10608,0.5126319758672699,0.0,ARB,Zika virus,Flavivirus
ON142673,ON142673.1,"ON142673.1 Zika virus isolate AB3234, complete genome",10608,0.5134803921568627,0.0,ARB,Zika virus,Flavivirus
ON142672,ON142672.1,"ON142672.1 Zika virus isolate BK3007, complete genome",10608,0.5134803921568627,0.0,ARB,Zika virus,Flavivirus
ON142671,ON142671.1,"ON142671.1 Zika virus isolate BK2717, complete genome",10608,0.513763197586727,0.0,ARB,Zika virus,Flavivirus
OR264647,OR264647.1,"OR264647.1 Zika virus isolate AB4537 polyprotein (POLY) gene, complete cds",10602,0.5120731937370308,0.0,ARB,Zika virus,Flavivirus
OR264646,OR264646.1,"OR264646.1 Zika virus isolate AB4506 polyprotein (POLY) gene, complete cds",10602,0.5119788719109601,0.0,ARB,Zika virus,Flavivirus
OR264645,OR264645.1,"OR264645.1 Zika virus isolate AB4262 polyprotein (POLY) gene, complete cds",10602,0.5125448028673835,0.0,ARB,Zika virus,Flavivirus
OR264644,OR264644.1,"OR264644.1 Zika virus isolate AB4153 polyprotein (POLY) gene, complete cds",10602,0.5121675155631012,0.0,ARB,Zika virus,Flavivirus
OR264643,OR264643.1,"OR264643.1 Zika virus isolate AB4070 polyprotein (POLY) gene, complete cds",10596,0.5118912797281994,0.0,ARB,Zika virus,Flavivirus
OR264642,OR264642.1,"OR264642.1 Zika virus isolate AB3564 polyprotein (POLY) gene, complete cds",10602,0.5131107338238068,0.0,ARB,Zika virus,Flavivirus
OR264641,OR264641.1,"OR264641.1 Zika virus isolate AB4443 polyprotein (POLY) gene, complete cds",10602,0.5145255612148651,0.0,ARB,Zika virus,Flavivirus
OR264640,OR264640.1,"OR264640.1 Zika virus isolate AB4440 polyprotein (POLY) gene, complete cds",10602,0.5146198830409356,0.0,ARB,Zika virus,Flavivirus
OR264639,OR264639.1,"OR264639.1 Zika virus isolate AB4421 polyprotein (POLY) gene, complete cds",10602,0.5142425957366534,0.0,ARB,Zika virus,Flavivirus
OR264638,OR264638.1,"OR264638.1 Zika virus isolate AB4398 polyprotein (POLY) gene, complete cds",10569,0.5138612924590784,0.0,ARB,Zika virus,Flavivirus
OR264637,OR264637.1,"OR264637.1 Zika virus isolate AB4215 polyprotein (POLY) gene, complete cds",10494,0.5127692014484467,0.0,ARB,Zika virus,Flavivirus
OR264636,OR264636.1,"OR264636.1 Zika virus isolate AB4177 polyprotein (POLY) gene, complete cds",10602,0.5144312393887945,0.0,ARB,Zika virus,Flavivirus
OR264635,OR264635.1,"OR264635.1 Zika virus isolate AB4174 polyprotein (POLY) gene, complete cds",10602,0.5149028485191474,0.0,ARB,Zika virus,Flavivirus
OR264634,OR264634.1,"OR264634.1 Zika virus isolate AB4119 polyprotein (POLY) gene, complete cds",10602,0.5133936993020185,0.0,ARB,Zika virus,Flavivirus
OR264633,OR264633.1,"OR264633.1 Zika virus isolate AB4052 polyprotein (POLY) gene, complete cds",10602,0.5145255612148651,0.0,ARB,Zika virus,Flavivirus
OR264632,OR264632.1,"OR264632.1 Zika virus isolate AB3790 polyprotein (POLY) gene, complete cds",10602,0.5130164119977363,0.0,ARB,Zika virus,Flavivirus
OR264631,OR264631.1,"OR264631.1 Zika virus isolate AB3389 polyprotein (POLY) gene, complete cds",10602,0.5137709866063007,0.0,ARB,Zika virus,Flavivirus
OK569760,OK569760.1,"OK569760.1 Zika virus strain MR 766, complete genome",10635,0.5091678420310296,0.0,ARB,Zika virus,Flavivirus
OK569759,OK569759.1,"OK569759.1 Zika virus strain MR 766, complete genome",10639,0.5090704013535107,0.0,ARB,Zika virus,Flavivirus
OK569758,OK569758.1,"OK569758.1 Zika virus strain MR 766, complete genome",10656,0.5086336336336337,0.0,ARB,Zika virus,Flavivirus
OK569757,OK569757.1,"OK569757.1 Zika virus strain BeH815744, complete genome",10677,0.5116605788142736,0.0,ARB,Zika virus,Flavivirus
OK569756,OK569756.1,"OK569756.1 Zika virus strain BeH815744, complete genome",10677,0.5114732602791047,0.0,ARB,Zika virus,Flavivirus
OK569755,OK569755.1,"OK569755.1 Zika virus strain BeH815744, complete genome",10679,0.5116583949808035,0.0,ARB,Zika virus,Flavivirus
OQ180929,OQ180929.1,"OQ180929.1 Zika virus isolate ArD41519 polyprotein gene, complete cds",10700,0.511588785046729,0.0,ARB,Zika virus,Flavivirus
OQ165285,OQ165285.1,"OQ165285.1 Zika virus isolate p6740 polyprotein gene, complete cds",10799,0.5144920826002407,0.0,ARB,Zika virus,Flavivirus
OQ661919,OQ661919.1,"OQ661919.1 Zika virus isolate SV180092-02, complete genome",10699,0.513225535096738,9.346667912889056e-05,ARB,Zika virus,Flavivirus
OQ661918,OQ661918.1,"OQ661918.1 Zika virus isolate SV0014/18, complete genome",10699,0.5133190017758669,0.0,ARB,Zika virus,Flavivirus
OQ661917,OQ661917.1,"OQ661917.1 Zika virus isolate SK2520/18, complete genome",10699,0.5135059351341247,0.0,ARB,Zika virus,Flavivirus
OQ661916,OQ661916.1,"OQ661916.1 Zika virus isolate RTA-SR-U-A124, complete genome",10699,0.5128516683802224,0.0,ARB,Zika virus,Flavivirus
OQ661915,OQ661915.1,"OQ661915.1 Zika virus isolate 31488/13, complete genome",10699,0.5121039349471913,0.0,ARB,Zika virus,Flavivirus
OQ661914,OQ661914.1,"OQ661914.1 Zika virus isolate 30790/11, complete genome",10699,0.5121974016263202,0.0,ARB,Zika virus,Flavivirus
OQ661913,OQ661913.1,"OQ661913.1 Zika virus isolate 30634/17, complete genome",10699,0.5127582017010935,0.0,ARB,Zika virus,Flavivirus
OQ661912,OQ661912.1,"OQ661912.1 Zika virus isolate 00583/17, complete genome",10699,0.5125712683428357,0.0,ARB,Zika virus,Flavivirus
MN025403,MN025403.1,"MN025403.1 Zika virus isolate 15555, complete genome",10710,0.5096171802054155,0.0,ARB,Zika virus,Flavivirus
OP898542,OP898542.1,"OP898542.1 Zika virus isolate V_8565, complete genome",10642,0.5119338470212366,0.0,ARB,Zika virus,Flavivirus
OP898541,OP898541.1,"OP898541.1 Zika virus isolate C11541, complete genome",10645,0.5119774542038515,0.0,ARB,Zika virus,Flavivirus
OL450366,OL450366.1,"OL450366.1 Zika virus isolate ZIKV/Haiti/1332/2015, complete genome",10808,0.5131384159881569,0.0,ARB,Zika virus,Flavivirus
OL450365,OL450365.1,"OL450365.1 Zika virus isolate ZIKV/Haiti/0478/2015, complete genome",10808,0.5130458919319023,0.0,ARB,Zika virus,Flavivirus
OL450364,OL450364.1,"OL450364.1 Zika virus isolate ZIKV/Haiti/1238/2015, complete genome",10808,0.5129533678756477,0.0,ARB,Zika virus,Flavivirus
OK571913,OK571913.1,"OK571913.1 Zika virus isolate Homo sapiens/Haiti/0728/2014, complete genome",10807,0.5126307023225687,0.0,ARB,Zika virus,Flavivirus
MN577544,MN577544.1,"MN577544.1 Zika virus isolate Haiti/0148/2016, complete genome",10808,0.512120651369356,0.0,ARB,Zika virus,Flavivirus
MN577543,MN577543.1,"MN577543.1 Zika virus isolate Haiti/1327/2014, complete genome",10808,0.5120281273131014,0.0,ARB,Zika virus,Flavivirus
MN566108,MN566108.1,"MN566108.1 Zika virus isolate Haiti/0866/2016, complete genome",10808,0.5127683197631384,0.0,ARB,Zika virus,Flavivirus
MN566106,MN566106.1,"MN566106.1 Zika virus isolate Haiti/0395/2016, complete genome",10808,0.512860843819393,0.0,ARB,Zika virus,Flavivirus
MF783073,MF783073.1,"MF783073.1 Zika virus strain Zika virus/mosquito/Haiti/1919/2016, complete genome",10808,0.5127683197631384,0.0,ARB,Zika virus,Flavivirus
MF783072,MF783072.1,"MF783072.1 Zika virus strain Zika virus/mosquito/Haiti/1855/2016, complete genome",10808,0.512860843819393,0.0,ARB,Zika virus,Flavivirus
MF384325,MF384325.1,"MF384325.1 Zika virus isolate mosquito/Haiti/1682/2016, complete genome",10808,0.5129533678756477,0.0,ARB,Zika virus,Flavivirus
KY415991,KY415991.1,"KY415991.1 Zika virus isolate Haiti/0097/2014, complete genome",10808,0.5127683197631384,0.0,ARB,Zika virus,Flavivirus
KY415990,KY415990.1,"KY415990.1 Zika virus isolate Haiti/0036/2014, complete genome",10808,0.512860843819393,0.0,ARB,Zika virus,Flavivirus
KY415988,KY415988.1,"KY415988.1 Zika virus isolate Haiti/0054/2014, complete genome",10808,0.5129533678756477,0.0,ARB,Zika virus,Flavivirus
ON209935,ON209935.1,"ON209935.1 Zika virus isolate SZ1901 polyprotein (POLY) gene, complete cds",10555,0.513216485078162,0.0,ARB,Zika virus,Flavivirus
OM964568,OM964568.1,"OM964568.1 Zika virus isolate BK2763, complete genome",10608,0.513103318250377,0.0,ARB,Zika virus,Flavivirus
OM964567,OM964567.1,"OM964567.1 Zika virus isolate BK2504, complete genome",10608,0.514234539969834,0.0,ARB,Zika virus,Flavivirus
OM964566,OM964566.1,"OM964566.1 Zika virus isolate BK2351, complete genome",10608,0.513763197586727,0.0,ARB,Zika virus,Flavivirus
OM964565,OM964565.1,"OM964565.1 Zika virus isolate BK1463, complete genome",10608,0.5143288084464555,0.0,ARB,Zika virus,Flavivirus
OP281680,OP281680.1,"OP281680.1 Zika virus isolate NS1-101, complete genome",10807,0.5133709632645508,0.0,ARB,Zika virus,Flavivirus
KU922960,KU922960.1,"KU922960.1 Zika virus isolate MEX/InDRE/Sm/2016, complete genome",10617,0.511538099274748,0.0,ARB,Zika virus,Flavivirus
ON586854,ON586854.1,"ON586854.1 Zika virus isolate Ae.G6, complete genome",10807,0.512908300175812,0.0,ARB,Zika virus,Flavivirus
ON586853,ON586853.1,"ON586853.1 Zika virus isolate H.468, complete genome",10794,0.5127848804891606,0.0,ARB,Zika virus,Flavivirus
ON586852,ON586852.1,"ON586852.1 Zika virus isolate Cx.G41, complete genome",10758,0.5121769845696226,0.0,ARB,Zika virus,Flavivirus
OM666892,OM666892.1,"OM666892.1 Zika virus isolate MCL-21-H-8900_RNA-7139, complete genome",10753,0.5082302613224217,0.0099507114293685,ARB,Zika virus,Flavivirus
OM666891,OM666891.1,"OM666891.1 Zika virus isolate MCl-21-H-11953_RNA-7996, complete genome",10749,0.5089775793097032,0.007535584705554,ARB,Zika virus,Flavivirus
OM522327,OM522327.1,"OM522327.1 Zika virus isolate 584, complete genome",10806,0.5124005182306126,0.0,ARB,Zika virus,Flavivirus
OL414716,OL414716.1,"OL414716.1 Zika virus isolate 15555, complete genome",10803,0.5098583726742572,0.0,ARB,Zika virus,Flavivirus
MW123926,MW123926.1,"MW123926.1 Zika virus isolate ZIKV_IEC_S polyprotein (POLY) gene, complete cds",10711,0.511716926524134,0.0,ARB,Zika virus,Flavivirus
MW123925,MW123925.1,"MW123925.1 Zika virus isolate ZIKV_IEC_L polyprotein (POLY) gene, complete cds",10680,0.5071161048689139,0.0083333333333333,ARB,Zika virus,Flavivirus
MW123923,MW123923.1,"MW123923.1 Zika virus isolate ZIKV_P17_H polyprotein (POLY) gene, complete cds",10651,0.5060557694113229,0.0092010139892967,ARB,Zika virus,Flavivirus
MW123921,MW123921.1,"MW123921.1 Zika virus isolate ZIKV_P17_A polyprotein (POLY) gene, complete cds",10639,0.5121721966350221,0.0,ARB,Zika virus,Flavivirus
OK054487,OK054487.1,"OK054487.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9467_CZB207/2016 polyprotein (POLY) gene, complete cds",10759,0.5114787619667255,0.0,ARB,Zika virus,Flavivirus
OK054486,OK054486.1,"OK054486.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9275_CZB212/2016 polyprotein (POLY) gene, complete cds",10759,0.5123152709359606,0.0,ARB,Zika virus,Flavivirus
OK054485,OK054485.1,"OK054485.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9172_CZB201/2016 polyprotein (POLY) gene, complete cds",10775,0.5127610208816705,0.0,ARB,Zika virus,Flavivirus
OK054484,OK054484.1,"OK054484.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8376_CZB190/2016 polyprotein (POLY) gene, complete cds",10776,0.5121566443949518,0.0,ARB,Zika virus,Flavivirus
OK054483,OK054483.1,"OK054483.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7502_CHB3148/2016 polyprotein (POLY) gene, complete cds",10780,0.5126159554730984,0.0,ARB,Zika virus,Flavivirus
OK054482,OK054482.1,"OK054482.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6739_CZB164/2016 polyprotein (POLY) gene, complete cds",10767,0.5120274914089347,0.0,ARB,Zika virus,Flavivirus
OK054481,OK054481.1,"OK054481.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6697_CZH230/2016 polyprotein (POLY) gene, complete cds",10767,0.5123061205535432,0.0,ARB,Zika virus,Flavivirus
OK054480,OK054480.1,"OK054480.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6284_CZB220/2016 polyprotein (POLY) gene, complete cds",10743,0.5108442706878897,0.0,ARB,Zika virus,Flavivirus
OK054479,OK054479.1,"OK054479.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6253_CZB221/2016 polyprotein (POLY) gene, complete cds",10744,0.5111690245718541,0.0,ARB,Zika virus,Flavivirus
OK054478,OK054478.1,"OK054478.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6228_CZB222/2016 polyprotein (POLY) gene, complete cds",10746,0.5112600037223153,0.0,ARB,Zika virus,Flavivirus
OK054477,OK054477.1,"OK054477.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7543_CZB152/2016 polyprotein (POLY) gene, complete cds",10768,0.512537147102526,0.0,ARB,Zika virus,Flavivirus
OK054476,OK054476.1,"OK054476.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7514_CHB3150/2016 polyprotein (POLY) gene, complete cds",10768,0.5122585438335809,0.0,ARB,Zika virus,Flavivirus
OK054475,OK054475.1,"OK054475.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5926_CZB158/2016 polyprotein (POLY) gene, complete cds",10768,0.5123514115898959,0.0,ARB,Zika virus,Flavivirus
OK054474,OK054474.1,"OK054474.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5802_CZB229/2016 polyprotein (POLY) gene, complete cds",10745,0.5112145183806421,0.0,ARB,Zika virus,Flavivirus
OK054473,OK054473.1,"OK054473.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5605_CZB228/2016 polyprotein (POLY) gene, complete cds",10751,0.5110222304901869,0.0,ARB,Zika virus,Flavivirus
OK054472,OK054472.1,"OK054472.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5541_CZB124/2016 polyprotein (POLY) gene, complete cds",10777,0.5126658624849216,0.0,ARB,Zika virus,Flavivirus
OK054471,OK054471.1,"OK054471.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6219_CZB140/2016 polyprotein (POLY) gene, complete cds",10774,0.5124373491739372,0.0,ARB,Zika virus,Flavivirus
OK054470,OK054470.1,"OK054470.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5005_CHB3149/2016 polyprotein (POLY) gene, complete cds",10774,0.5125301652125487,0.0,ARB,Zika virus,Flavivirus
OK054469,OK054469.1,"OK054469.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4886_CZB170/2016 polyprotein (POLY) gene, complete cds",10772,0.5118826587448941,0.0,ARB,Zika virus,Flavivirus
OK054468,OK054468.1,"OK054468.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8016_CZB139/2016 polyprotein (POLY) gene, complete cds",10773,0.5125777406479161,0.0,ARB,Zika virus,Flavivirus
OK054467,OK054467.1,"OK054467.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6681_CHB3153/2016 polyprotein (POLY) gene, complete cds",10773,0.5126705653021443,0.0,ARB,Zika virus,Flavivirus
OK054466,OK054466.1,"OK054466.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4858_CZB168/2016 polyprotein (POLY) gene, complete cds",10773,0.5121136173767753,0.0,ARB,Zika virus,Flavivirus
OK054465,OK054465.1,"OK054465.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4825_CHB3144/2016 polyprotein (POLY) gene, complete cds",10773,0.5116494941056344,0.0,ARB,Zika virus,Flavivirus
OK054464,OK054464.1,"OK054464.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8305_CZB166/2016 polyprotein (POLY) gene, complete cds",10770,0.512163416898793,0.0,ARB,Zika virus,Flavivirus
OK054463,OK054463.1,"OK054463.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7504_CZB150/2016 polyprotein (POLY) gene, complete cds",10770,0.5124419684308263,0.0,ARB,Zika virus,Flavivirus
OK054462,OK054462.1,"OK054462.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5660_CZB134/2016 polyprotein (POLY) gene, complete cds",10770,0.5124419684308263,0.0,ARB,Zika virus,Flavivirus
OK054461,OK054461.1,"OK054461.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5242_CZB132/2016 polyprotein (POLY) gene, complete cds",10770,0.5129062209842155,0.0,ARB,Zika virus,Flavivirus
OK054460,OK054460.1,"OK054460.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4797_CHB3167/2016 polyprotein (POLY) gene, complete cds",10770,0.5123491179201486,0.0,ARB,Zika virus,Flavivirus
OK054459,OK054459.1,"OK054459.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4723_CHB3166/2016 polyprotein (POLY) gene, complete cds",10766,0.5120750510867546,0.0,ARB,Zika virus,Flavivirus
OK054458,OK054458.1,"OK054458.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4203_CHB3157/2016 polyprotein (POLY) gene, complete cds",10779,0.5126635123851935,0.0,ARB,Zika virus,Flavivirus
OK054457,OK054457.1,"OK054457.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8437_CZB126/2016 polyprotein (POLY) gene, complete cds",10765,0.5122155132373433,0.0,ARB,Zika virus,Flavivirus
OK054456,OK054456.1,"OK054456.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8280_CZB123/2016 polyprotein (POLY) gene, complete cds",10765,0.5125870877844868,0.0,ARB,Zika virus,Flavivirus
OK054455,OK054455.1,"OK054455.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5144_CZB130/2016 polyprotein (POLY) gene, complete cds",10765,0.5126799814212727,0.0,ARB,Zika virus,Flavivirus
OK054454,OK054454.1,"OK054454.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4515_CZB163/2016 polyprotein (POLY) gene, complete cds",10765,0.5123084068741292,0.0,ARB,Zika virus,Flavivirus
OK054453,OK054453.1,"OK054453.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4187_CZB133/2016 polyprotein (POLY) gene, complete cds",10765,0.5121226196005574,0.0,ARB,Zika virus,Flavivirus
OK054452,OK054452.1,"OK054452.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9261_CZB214/2016 polyprotein (POLY) gene, complete cds",10758,0.5110615356014129,0.0,ARB,Zika virus,Flavivirus
OK054451,OK054451.1,"OK054451.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9259_CZB215/2016 polyprotein (POLY) gene, complete cds",10758,0.5120840304889385,0.0,ARB,Zika virus,Flavivirus
OK054450,OK054450.1,"OK054450.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9202_CZB217/2016 polyprotein (POLY) gene, complete cds",10758,0.5125488008923592,0.0,ARB,Zika virus,Flavivirus
OK054449,OK054449.1,"OK054449.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8525_CZB196/2016 polyprotein (POLY) gene, complete cds",10758,0.5121769845696226,0.0,ARB,Zika virus,Flavivirus
OK054448,OK054448.1,"OK054448.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8155_CHB3164/2016 polyprotein (POLY) gene, complete cds",10758,0.5119910764082544,0.0,ARB,Zika virus,Flavivirus
OK054447,OK054447.1,"OK054447.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7119_CZB121/2016 polyprotein (POLY) gene, complete cds",10758,0.5120840304889385,0.0,ARB,Zika virus,Flavivirus
OK054446,OK054446.1,"OK054446.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/6173_CHB3162/2016 polyprotein (POLY) gene, complete cds",10758,0.5118981223275701,0.0,ARB,Zika virus,Flavivirus
OK054445,OK054445.1,"OK054445.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5966_CZB159/2016 polyprotein (POLY) gene, complete cds",10758,0.5121769845696226,0.0,ARB,Zika virus,Flavivirus
OK054443,OK054443.1,"OK054443.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5540_CZB226/2016 polyprotein (POLY) gene, complete cds",10758,0.5110615356014129,0.0,ARB,Zika virus,Flavivirus
OK054442,OK054442.1,"OK054442.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/4105_CZH220/2016 polyprotein (POLY) gene, complete cds",10758,0.5126417549730433,0.0,ARB,Zika virus,Flavivirus
OK054440,OK054440.1,"OK054440.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/3758_CZH218/2016 polyprotein (POLY) gene, complete cds",10681,0.5113753393876977,0.0,ARB,Zika virus,Flavivirus
OK054439,OK054439.1,"OK054439.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8438_CZB151/2016 polyprotein (POLY) gene, complete cds",10782,0.5124281209423113,0.0,ARB,Zika virus,Flavivirus
OK054438,OK054438.1,"OK054438.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8385_CHB3147/2016 polyprotein (POLY) gene, complete cds",10782,0.5127991096271564,0.0,ARB,Zika virus,Flavivirus
OK054437,OK054437.1,"OK054437.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8186_CHB3165/2016 polyprotein (POLY) gene, complete cds",10782,0.5129846039695789,0.0,ARB,Zika virus,Flavivirus
OK054436,OK054436.1,"OK054436.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7933_CHB3160/2016 polyprotein (POLY) gene, complete cds",10782,0.5122426265998887,0.0,ARB,Zika virus,Flavivirus
OK054435,OK054435.1,"OK054435.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7864_CHB3158/2016 polyprotein (POLY) gene, complete cds",10782,0.5127991096271564,0.0,ARB,Zika virus,Flavivirus
OK054434,OK054434.1,"OK054434.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7706_CZB180/2016 polyprotein (POLY) gene, complete cds",10782,0.5122426265998887,0.0,ARB,Zika virus,Flavivirus
OK054433,OK054433.1,"OK054433.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7673_CZB156/2016 polyprotein (POLY) gene, complete cds",10782,0.5128918567983677,0.0,ARB,Zika virus,Flavivirus
OK054432,OK054432.1,"OK054432.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5834_CZB128/2016 polyprotein (POLY) gene, complete cds",10782,0.5127991096271564,0.0,ARB,Zika virus,Flavivirus
OK054431,OK054431.1,"OK054431.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5575_CZB149/2016 polyprotein (POLY) gene, complete cds",10782,0.5126136152847338,0.0,ARB,Zika virus,Flavivirus
OK054430,OK054430.1,"OK054430.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5506_CZB169/2016 polyprotein (POLY) gene, complete cds",10782,0.5127063624559451,0.0,ARB,Zika virus,Flavivirus
OK054429,OK054429.1,"OK054429.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/5406_CZB146/2016 polyprotein (POLY) gene, complete cds",10782,0.511686143572621,0.0,ARB,Zika virus,Flavivirus
OK054428,OK054428.1,"OK054428.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/2007_CZH214/2016 polyprotein (POLY) gene, complete cds",10782,0.5127991096271564,0.0,ARB,Zika virus,Flavivirus
OK054427,OK054427.1,"OK054427.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/1369_CZH211/2016 polyprotein (POLY) gene, complete cds",10782,0.5125208681135225,0.0,ARB,Zika virus,Flavivirus
OK054426,OK054426.1,"OK054426.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/769_CZB179/2016 polyprotein (POLY) gene, complete cds",10768,0.5122585438335809,0.0,ARB,Zika virus,Flavivirus
OK054425,OK054425.1,"OK054425.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/150_CZH161/2016 polyprotein (POLY) gene, complete cds",10758,0.5115263060048336,0.0,ARB,Zika virus,Flavivirus
OK054424,OK054424.1,"OK054424.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9262_CZB213/2016 polyprotein (POLY) gene, complete cds",10733,0.511599739122333,0.0,ARB,Zika virus,Flavivirus
OK054422,OK054422.1,"OK054422.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/9181_CZB202/2016 polyprotein (POLY) gene, complete cds",10727,0.5119791181131723,0.0,ARB,Zika virus,Flavivirus
OK054421,OK054421.1,"OK054421.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8689_CZB199/2016 polyprotein (POLY) gene, complete cds",10754,0.5124604798214618,0.0,ARB,Zika virus,Flavivirus
OK054420,OK054420.1,"OK054420.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8583_CZB198/2016 polyprotein (POLY) gene, complete cds",10757,0.5125964488240216,0.0,ARB,Zika virus,Flavivirus
OK054419,OK054419.1,"OK054419.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8389_CZB147/2016 polyprotein (POLY) gene, complete cds",10762,0.5124512172458651,0.0,ARB,Zika virus,Flavivirus
OK054418,OK054418.1,"OK054418.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8298_CZB165/2016 polyprotein (POLY) gene, complete cds",10772,0.5123468251021166,0.0,ARB,Zika virus,Flavivirus
OK054417,OK054417.1,"OK054417.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8079_CZH181/2016 polyprotein (POLY) gene, complete cds",10750,0.5119069767441861,0.0,ARB,Zika virus,Flavivirus
OK054416,OK054416.1,"OK054416.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/8065_CHB3163/2016 polyprotein (POLY) gene, complete cds",10775,0.5126682134570766,0.0,ARB,Zika virus,Flavivirus
OK054415,OK054415.1,"OK054415.1 Zika virus isolate ZIKV/Homo_Sapiens/NIC/7683_CZB177/2016 polyprotein (POLY) gene, complete cds",10774,0.5120660850194914,0.0,ARB,Zika virus,Flavivirus
PX648516,PX648516.1,"PX648516.1 Yellow fever virus clone TYF6061, complete genome",10851,0.4972813565569993,0.0,ARB,Yellow fever virus,Flavivirus
PX379996,PX379996.1,"PX379996.1 Yellow fever virus isolate PM447512, complete genome",10753,0.4980935552868967,0.0,ARB,Yellow fever virus,Flavivirus
PX379995,PX379995.1,"PX379995.1 Yellow fever virus isolate PM447161, complete genome",10767,0.4986532924677254,0.0,ARB,Yellow fever virus,Flavivirus
PX379994,PX379994.1,"PX379994.1 Yellow fever virus isolate PM435360, complete genome",10764,0.4980490523968784,0.0,ARB,Yellow fever virus,Flavivirus
